,Avg_Volume,Beta,Current_Ratio,Debt_to_Equity,Earnings_date,Industry,Inst_Own,LDebt_to_Equity,Market_cap,PB,PEG,Price,Profit_Margin,ROE,Refresh_Date,Sales,Sector,Symbol,Ticker,_id
562,740470.0,1.11,0.0,1.26,Aug 16 BMO,Foreign Money Center Banks,0.006,1.26,30460000000.0,0.54,0.0,5.61,0.248,0.06,2020-02-03,13540000000.0,Financial,RBS,RBS,5d51d153047fbe72462e809b
563,1470000.0,1.65,2.5,3.51,Aug 08 AMC,Biotechnology,0.94,3.51,429460000.0,9.88,0.0,8.04,-0.401,-2.805,2020-02-03,283500000.0,Healthcare,PBYI,PBYI,5d51d155047fbe72462e80b6
564,13530000.0,0.0,0.0,0.0,Aug 07,Foreign Regional Banks,0.2126,0.0,70040000000.0,1.92,0.56,7.75,0.0,0.0,2020-02-03,0.0,Financial,BBD,BBD,5d51d159047fbe72462e80dd
565,381760.0,1.56,2.3,0.85,Aug 01 AMC,Biotechnology,0.894,0.84,2270000000.0,2.27,0.0,56.83,-0.021,-0.018,2020-02-03,878200000.0,Healthcare,EBS,EBS,5d51d15c047fbe72462e8104
566,2390000.0,0.69,0.9,0.94,Aug 01 BMO,Oil & Gas Pipelines,0.723,0.92,6400000000.0,1.54,0.0,41.37,-0.024,-0.023,,3810000000.0,Basic Materials,BPL,BPL,5d51d173047fbe72462e8213
567,560320.0,2.21,8.0,0.0,Aug 01,Biotechnology,0.0,0.0,6910000000.0,4.22,0.0,87.32,0.0,-0.359,2020-02-03,56500000.0,Healthcare,BLUE,BLUE,5d51d175047fbe72462e8233
568,500.0,0.15,1.2,0.4,Aug 21 AMC,Specialty Eateries,0.17,0.26,39800000.0,1.09,0.0,20.9443,0.03,0.096,2020-02-03,113300000.0,Services,BDL,BDL,5d51d178047fbe72462e8252
569,1860000.0,1.36,0.0,0.08,Jul 24 AMC,Money Center Banks,0.982,0.08,4070000000.0000005,0.94,2.02,20.2,0.344,0.099,2020-02-03,1230000000.0,Financial,STL,STL,5d51d17a047fbe72462e826a
570,200760.0,1.18,0.0,0.05,Jul 30 AMC,Regional - Pacific Banks,0.741,0.05,2540000000.0,1.29,1.84,38.68,0.317,0.092,2020-02-03,508700000.0,Financial,FIBK,FIBK,5d51d17d047fbe72462e828f
571,996350.0,1.66,0.0,0.03,Jul 18 BMO,Foreign Money Center Banks,0.911,0.03,6200000000.0,1.3,1.17,46.48,0.362,0.146,2020-02-03,1820000000.0,Financial,EWBC,EWBC,5d51d180047fbe72462e82b3
572,895200.0,0.22,0.4,0.0,Aug 13 BMO,Restaurants,0.0,0.0,1490000000.0,0.0,1.59,40.96,0.047,-0.19,2020-02-03,3200000000.0,Services,EAT,EAT,5d51d182047fbe72462e82d4
573,289200.0,1.36,0.0,0.07,Jul 25 BMO,Regional - Southwest  Banks,0.846,0.07,5530000000.0,1.54,1.24,90.65,0.405,0.135,2020-02-03,1120000000.0,Financial,CFR,CFR,5d51d185047fbe72462e82f9
574,706050.0,1.2,0.0,0.12,Aug 27 BMO,Money Center Banks,0.655,0.12,64019999999.99999,1.33,2.86,54.35,0.268,0.134,2020-02-03,23400000000.0,Financial,BNS,BNS,5d51d19c047fbe72462e83fd
575,109770.0,1.17,3.7,0.0,Aug 01 BMO,Specialty Chemicals,0.89,0.31,2910000000.0,3.89,1.55,109.35,0.123,0.111,2020-02-03,637200000.0,Basic Materials,BCPC,BCPC,5d51d19e047fbe72462e8422
576,206510.0,0.97,0.0,0.0,0,Foreign Money Center Banks,0.006,3.22,66150000000.00001,1.52,9.45,16.47,0.211,0.112,2020-02-03,22750000000.0,Financial,WBK,WBK,5d51d1a0047fbe72462e843b
577,1330000.0,1.19,3.1,2.54,Aug 07 BMO,Broadcasting - TV,0.975,2.46,4300000000.0,2.68,8.88,30.48,0.11,0.212,2020-02-03,3110000000.0,Services,SBGI,SBGI,5d51d1a3047fbe72462e845c
578,863200.0,1.41,2.1,0.37,Aug 01 AMC,Medical Laboratories & Research,0.679,0.36,6580000000.0,7.03,2.89,49.95,0.091,0.211,2020-02-03,1970000000.0,Healthcare,BRKR,BRKR,5d51d1a6047fbe72462e8481
579,159380.0,1.25,0.0,0.07,Jul 24 BMO,Regional - Southwest  Banks,0.41,0.07,5740000000.0,1.26,1.72,79.49,0.36,0.11,2020-02-03,1230000000.0,Financial,BOKF,BOKF,5d51d1a9047fbe72462e84a4
580,1730000.0,1.59,0.7,5.15,Aug 05 AMC,Long-Term Care Facilities,0.96,4.77,1500000000.0,1.73,88.67,6.5,-0.001,-0.004,2020-02-03,4250000000.0,Healthcare,BKD,BKD,5d51d1ac047fbe72462e84c7
581,175450.0,1.19,4.7,0.08,Aug 01 AMC,Medical Laboratories & Research,0.791,0.08,9870000000.0,1.77,0.58,364.01,0.395,0.188,2020-02-03,2290000000.0,Healthcare,BIO,BIO,5d51d1af047fbe72462e84ee
582,599630.0,0.67,0.0,0.47,Jul 23 AMC,Property & Casualty Insurance,0.534,0.47,13170000000.0,2.28,13.02,74.39,0.088,0.122,2020-02-03,7860000000.0,Financial,WRB,WRB,5d51d1c6047fbe72462e8600
583,1790000.0,1.25,0.0,0.48,Jul 25 BMO,Regional - Northeast Banks,0.63,0.48,3530000000.0,1.09,2.2,10.62,0.197,0.079,2020-02-03,1260000000.0,Financial,VLY,VLY,5d51d1c8047fbe72462e8623
584,325440.0,0.32,6.0,0.26,Jul 30 BMO,Diagnostic Substances,0.948,0.23,473950000.0,2.59,1.1,8.88,0.126,0.144,2020-02-03,203300000.0,Healthcare,VIVO,VIVO,5d51d1cb047fbe72462e8648
585,738520.0,0.99,0.0,0.09,Jul 22 BMO,Regional - Midwest Banks,0.659,0.09,2920000000.0,1.04,1.62,17.99,0.312,0.083,2020-02-03,698600000.0,Financial,ONB,ONB,5d51d1ce047fbe72462e866d
586,80890.0,0.73,1.4,3.05,Aug 14 AMC,Beverages - Soft Drinks,0.526,3.03,2400000000.0,8.5,0.0,276.48,0.001,0.019,2020-02-03,4700000000.0,Consumer Goods,COKE,COKE,5d51d1d1047fbe72462e8690
587,540260.0,0.86,0.4,0.31,Jul 25 AMC,Restaurants,0.0,0.31,786240000.0,2.39,2.04,39.55,0.04,0.145,2020-02-03,1140000000.0,Services,BJRI,BJRI,5d51d1d3047fbe72462e86af
588,297120.0,0.7,2.0,0.55,Aug 07 BMO,Internet Information Providers,0.995,0.55,1150000000.0,1.61,0.86,22.98,0.0,0.0,2020-02-03,580300000.0,Technology,BCOR,BCOR,5d51d1d6047fbe72462e86d7
589,580210.0,1.82,0.0,0.16,Jul 17 AMC,Regional - Southwest  Banks,0.985,0.16,2850000000.0,1.12,1.14,54.69,0.238,0.129,2020-02-03,1300000000.0,Financial,TCBI,TCBI,5d51d1d9047fbe72462e86f8
590,1790000.0,2.86,5.6,0.09,Aug 07 AMC,Biotechnology,0.594,0.09,1380000000.0,3.03,0.0,7.3,0.0,-0.274,2020-02-03,76000000.0,Healthcare,SGMO,SGMO,5d51d1f0047fbe72462e87fc
591,476620.0,1.22,0.4,0.53,Aug 20 AMC,Restaurants,0.0,0.53,437640000.0,1.19,0.0,32.47,-0.008,-0.026,2020-02-03,1330000000.0,Services,RRGB,RRGB,5d51d1f3047fbe72462e881e
592,26630.0,1.31,3.0,1.05,Aug 08 BMO,Housewares & Accessories,0.47,1.01,164880000.0,0.59,2.88,6.84,-0.002,-0.006,2020-02-03,736300000.0,Consumer Goods,LCUT,LCUT,5d51d1f6047fbe72462e8839
593,206530.0,1.41,0.0,0.12,Jul 22 AMC,Regional - Southeast Banks,0.663,0.12,2220000000.0,0.98,1.2,53.69,0.285,0.081,2020-02-03,545300000.0,Financial,IBTX,IBTX,5d51d1f8047fbe72462e8852
594,6490000.0,0.82,0.0,1.78,Aug 02,Money Center Banks,0.236,1.78,37610000000.0,2.28,0.0,14.43,0.0,0.0,2020-02-03,0.0,Financial,IBN,IBN,5d51d1fa047fbe72462e8875
595,319030.0,1.25,0.0,0.25,Jul 18 AMC,Regional - Midwest Banks,0.773,0.25,2370000000.0,1.07,1.16,24.43,0.335,0.097,2020-02-03,608900000.0,Financial,FFBC,FFBC,5d51d1fe047fbe72462e889e
596,1490000.0,3.25,1.8,0.34,Aug 21 BMO,Catalog & Mail Order Houses,0.78,0.0,2700000000.0,8.01,9.41,31.67,0.05,0.14,2020-02-03,817500000.0,Services,BZUN,BZUN,5d51d200047fbe72462e88bb
597,329720.0,0.88,0.0,0.0,Aug 02 BMO,Diversified Utilities,0.51,2.89,17990000000.0,2.27,91.79,54.33,0.006,0.006,2020-02-03,5870000000.0,Utilities,BIP,BIP,5d51d203047fbe72462e88de
598,275290.0,0.89,2.6,0.14,Jul 24 AMC,Printed Circuit Boards,0.0,0.13,1030000000.0,0.99,1.65,30.21,0.009,0.02,2020-02-03,2500000000.0,Technology,BHE,BHE,5d51d21a047fbe72462e89ef
599,47650.0,0.87,0.0,0.16,Jul 25,Regional - Mid-Atlantic Banks,0.738,0.16,366600000.0,1.02,0.0,15.68,0.276,0.098,2020-02-03,121900000.0,Financial,SONA,SONA,5d51d21d047fbe72462e8a17
600,130170.0,0.84,0.0,0.03,Jul 18 BMO,Regional - Mid-Atlantic Banks,0.709,0.03,1240000000.0,1.13,1.8,35.12,0.292,0.095,2020-02-03,345400000.0,Financial,SASR,SASR,5d51d220047fbe72462e8a3a
601,525810.0,1.51,1.6,1.96,Aug 07 BMO,Broadcasting - TV,0.0,1.91,4510000000.0,2.31,0.0,124.25,0.136,0.203,2020-02-03,2770000000.0,Services,NXST,NXST,5d51d223047fbe72462e8a61
602,5650.0,0.75,0.0,0.08,Jul 25 AMC,Regional - Northeast Banks,0.586,0.08,175900000.0,1.26,0.0,38.67,0.264,0.127,2020-02-03,61900000.0,Financial,EVBN,EVBN,5d51d226047fbe72462e8a8a
603,1190000.0,2.17,0.7,3.22,Jul 30 AMC,Resorts & Casinos,0.7,3.2,2740000000.0,2.28,1.62,30.42,0.042,0.11,2020-02-03,3080000000.0,Services,BYD,BYD,5d51d229047fbe72462e8aad
604,738830.0,0.73,1.3,1.3,Aug 01 BMO,Information & Delivery Services,0.886,1.3,14430000000.0,12.86,3.1,116.43,0.111,0.406,2020-02-03,4360000000.0,Technology,BR,BR,5d51d22c047fbe72462e8ad3
605,155670.0,0.78,3.2,0.01,Jul 18 BMO,Scientific & Technical Instruments,0.898,0.0,1600000000.0,4.97,2.93,59.54,0.086,0.119,2020-02-03,423500000.0,Technology,BMI,BMI,5d51d22f047fbe72462e8afd
606,1380000.0,1.38,1.2,0.74,Aug 30 BMO,"Discount, Variety Stores",0.0,0.74,944090000.0,1.38,0.0,28.13,0.027,0.222,2020-02-03,5270000000.0,Services,BIG,BIG,5d51d246047fbe72462e8c08
607,396990.0,2.39,1.9,1.02,Jul 31 BMO,Industrial Electrical Equipment,0.988,1.02,2100000000.0,1.25,1.12,49.9,0.064,0.115,2020-02-03,2540000000.0,Industrial Goods,BDC,BDC,5d51d248047fbe72462e8c25
608,298070.0,1.45,1.4,9.06,Jul 24 BMO,Security & Protection Services,0.0,8.54,4560000000.0,23.26,4.14,85.5,0.022,0.426,2020-02-03,3580000000.0,Services,BCO,BCO,5d51d24b047fbe72462e8c4c
609,400950.0,0.71,0.0,0.95,Aug 08 AMC,Money Center Banks,0.768,0.95,17140000000.0,2.35,0.97,208.84,0.345,0.175,2020-02-03,3480000000.0,Financial,BAP,BAP,5d51d24e047fbe72462e8c6c
610,2270000.0,1.52,0.0,0.17,Jul 22 AMC,Regional - Pacific Banks,0.997,0.17,7580000000.0,1.1,10.07,46.105,0.319,0.12,2020-02-03,2650000000.0,Financial,ZION,ZION,5d51d252047fbe72462e8ca8
611,322280.0,0.82,4.1,0.0,Sep 04 BMO,Textile - Apparel Footwear & Accessories,0.697,0.0,403030000.0,1.39,1.48,9.785,0.047,0.068,2020-02-03,420500000.0,Consumer Goods,VRA,VRA,5d51d256047fbe72462e8cd6
612,120940.0,1.31,0.0,0.08,Jul 15 AMC,Foreign Money Center Banks,0.479,0.08,1680000000.0,2.12,0.0,37.54,0.387,0.194,2020-02-03,365700000.0,Financial,SFBS,SFBS,5d51d259047fbe72462e8cfa
613,440500.0,1.35,0.0,0.06,Jul 18 BMO,Regional - Mid-Atlantic Banks,0.962,0.06,6570000000.0,1.44,1.09,143.62,0.295,0.116,2020-02-03,1710000000.0,Financial,SBNY,SBNY,5d51d270047fbe72462e8e05
614,420120.0,0.88,2.2,1.62,Aug 01 BMO,Medical Appliances & Equipment,0.4405,1.62,1760000000.0,1.59,0.0,40.21,-0.038,-0.031,2020-02-03,954000000.0,Healthcare,PBH,PBH,5d51d273047fbe72462e8e28
615,62600.0,1.02,2.1,0.27,Aug 21 AMC,Processed & Packaged Goods,0.943,0.09,915520000.0,3.73,0.0,81.19,0.039,0.144,2020-02-03,870900000.0,Consumer Goods,JBSS,JBSS,5d51d275047fbe72462e8e49
616,639720.0,0.23,0.6,0.0,Aug 07 AMC,Restaurants,0.0,0.0,2240000000.0,0.0,1.49,81.82,0.164,-0.251,2020-02-03,872000000.0,Services,JACK,JACK,5d51d279047fbe72462e8e68
617,529200.0,2.44,0.0,2.47,Aug 01 AMC,Residential Construction,0.917,2.47,360260000.0,0.66,0.0,12.92,-0.01,-0.036,2020-02-03,2069999999.9999998,Industrial Goods,BZH,BZH,5d51d27b047fbe72462e8e8b
618,214560.0,0.0,1.5,0.92,Aug 07 BMO,Business Services,0.939,0.91,1910000000.0,1.56,11.3,16.23,0.0,0.0,2020-02-03,2360000000.0,Services,BV,BV,5d51d27d047fbe72462e8ea6
619,915710.0,0.83,0.0,0.0,Jul 31,Foreign Regional Banks,0.015,0.92,42800000000.0,1.7,0.67,9.85,0.194,0.15,2020-02-03,18310000000.0,Financial,BSBR,BSBR,5d51d27f047fbe72462e8ebe
620,262080.0,0.9,3.0,0.0,Aug 12 BMO,Security Software & Services,0.9,0.0,2710000000.0,3.24,1.81,56.12,0.111,0.163,2020-02-03,1160000000.0,Technology,BRC,BRC,5d51d283047fbe72462e8ee6
621,144450.0,1.19,4.3,0.46,Aug 06 BMO,Biotechnology,0.954,0.44,7410000000.0,6.33,6.21,207.25,0.135,0.087,2020-02-03,714000000.0,Healthcare,TECH,TECH,5d51d299047fbe72462e8ef0
622,407940.0,1.79,1.6,1.23,Aug 07 BMO,Personal Products,0.3048,1.22,2480000000.0,1.36,0.88,60.14,0.037,0.088,2020-02-03,3520000000.0,Consumer Goods,SPB,SPB,5d51d29b047fbe72462e8ef2
623,13850.0,0.78,0.0,0.05,Jul 29,Regional - Pacific Banks,0.757,0.05,241870000.0,1.18,0.0,37.92,0.275,0.091,2020-02-03,68000000.0,Financial,NRIM,NRIM,5d51d29d047fbe72462e8ef5
624,2480000.0,1.84,1.4,0.0,Sep 11 AMC,Apparel Stores,0.993,0.0,260200000.0,0.0,0.44,5.1,0.024,0.0,,3200000000.0,Services,,TLRD,5d51d2a1047fbe72462e8ef8
625,72110.0,0.58,0.0,0.1,Jul 23,Regional - Mid-Atlantic Banks,0.522,0.1,462580000.0,1.21,0.0,29.04,0.219,0.074,,124400000.0,Financial,OLBK,OLBK,5d51d2a4047fbe72462e8efa
626,5300000.0,0.98,0.0,0.11,Jul 31 BMO,Savings & Loans,0.64,0.11,5480000000.0,0.87,0.0,11.13,0.228,0.062,2020-02-03,1690000000.0,Financial,NYCB,NYCB,5d51d2a7047fbe72462e8efd
627,692880.0,1.27,7.4,0.0,Jul 29 AMC,Biotechnology,0.0,0.82,8960000000.0,18.05,0.0,100.45,0.03,0.04,2020-02-03,605200000.0,Healthcare,NBIX,NBIX,5d51d2aa047fbe72462e8eff
628,116520.0,1.06,0.0,0.0,Jul 23 AMC,Regional - Midwest Banks,0.944,0.0,1060000000.0,1.44,1.44,33.06,0.317,0.106,2020-02-03,235300000.0,Financial,NBHC,NBHC,5d51d2c1047fbe72462e8f06
629,578550.0,1.25,0.0,0.1,Jul 23 AMC,Regional - Midwest Banks,0.853,0.1,2140000000.0000002,0.94,1.68,20.4,0.287,0.088,2020-02-03,649200000.0,Financial,FMBI,FMBI,5d51d2c3047fbe72462e8f08
630,1140000.0,0.63,1.9,0.0,Sep 04 AMC,"Specialty Retail, Other",0.9687,0.0,6280000000.0,9.59,1.78,113.64,0.094,0.269,2020-02-03,1630000000.0,Services,FIVE,FIVE,5d51d2c5047fbe72462e8f0b
631,116260.0,0.92,0.0,0.18,Jul 25 BMO,Regional - Northeast Banks,0.627,0.18,739550000.0,1.05,1.02,23.87,0.0,0.0,2020-02-03,169600000.0,Financial,CNOB,CNOB,5d51d2c8047fbe72462e8f0d
632,428920.0,1.45,0.0,0.0,Jul 17 AMC,Regional - Southeast Banks,0.665,0.0,2860000000.0,1.21,2.71,29.01,0.306,0.098,2020-02-03,714200000.0,Financial,BXS,BXS,5d51d2ca047fbe72462e8f10
633,194580.0,3.25,18.7,0.0,Aug 15 BMO,Drug Delivery,0.339,0.0,34900000.0,1.03,0.0,6.57,0.0,-1.125,2020-02-03,0.0,Healthcare,BPTH,BPTH,5d51d2cd047fbe72462e8f12
634,195240.0,0.91,0.0,0.01,Jul 22 BMO,Regional - Pacific Banks,0.776,0.01,3370000000.0,2.61,1.68,90.81,0.393,0.178,2020-02-03,576700000.0,Financial,BOH,BOH,5d51d2d0047fbe72462e8f15
635,697640.0,1.13,0.0,0.28,Jul 24 BMO,Regional - Mid-Atlantic Banks,0.9881,0.28,3090000000.0,1.08,1.17,33.3,0.2,0.097,2020-02-03,1420000000.0,Financial,BKU,BKU,5d51d2d2047fbe72462e8f17
636,355870.0,0.3,0.8,1.36,Aug 05 AMC,Electric Utilities,0.887,1.32,4770000000.0,1.99,6.79,83.56,0.126,0.103,2020-02-03,1750000000.0,Utilities,BKH,BKH,5d51d2e9047fbe72462e8f1e
637,13130.0,1.27,0.6,0.45,Aug 16 AMC,Restaurants,0.845,0.44,321340000.0,0.36,0.0,108.83,0.081,0.106,2020-02-03,749100000.0,Services,BH,BH,5d51d2ec047fbe72462e8f21
638,232350.0,0.31,0.4,1.31,Aug 01 AMC,Personal Services,0.0,1.24,9040000000.0,10.66,4.21,165.36,0.08,0.201,2020-02-03,1980000000.0,Services,BFAM,BFAM,5d51d2ef047fbe72462e8f23
639,1580000.0,0.9,0.0,1.22,Jul 22 AMC,REIT - Diversified,0.953,1.22,2630000000.0,1.5,5.88,15.71,0.159,0.051,2020-02-03,562200000.0,Financial,BDN,BDN,5d51d2f1047fbe72462e8f26
640,539080.0,1.73,1.1,0.93,Aug 07 AMC,Shipping,0.577,0.82,867590000.0,0.57,0.0,8.11,0.062,0.03,2020-02-03,697000000.0,Services,SBLK,SBLK,5d51d2f4047fbe72462e8f28
641,200120.0,0.94,0.0,0.08,Jul 25 AMC,Regional - Mid-Atlantic Banks,0.905,0.08,1300000000.0,1.41,1.84,27.6,0.286,0.091,2020-02-03,273900000.0,Financial,SBCF,SBCF,5d51d2f6047fbe72462e8f2b
642,103000.0,1.22,5.2,0.03,Aug 01 BMO,Machine Tools & Accessories,0.0,0.03,4050000000.0,3.94,3.34,153.59,0.153,0.114,2020-02-03,709200000.0,Industrial Goods,ROLL,ROLL,5d51d2f9047fbe72462e8f2d
643,119350.0,0.47,0.0,0.0,Jul 23 AMC,REIT - Diversified,0.736,0.0,4880000000.0,6.0,0.0,170.04,0.263,0.139,2020-02-03,423500000.0,Financial,PSB,PSB,5d51d2fc047fbe72462e8f30
644,8510.0,0.01,0.0,0.0,Aug 02 AMC,Savings & Loans,0.401,0.0,150860000.0,1.09,0.0,17.79,0.215,0.069,2020-02-03,41900000.0,Financial,PBIP,PBIP,5d51d313047fbe72462e8f36
645,528360.0,1.36,0.0,0.0,Jul 24 BMO,Regional - Southwest  Banks,0.873,0.0,4560000000.0,1.11,1.53,71.38,0.443,0.081,2020-02-03,745800000.0,Financial,PB,PB,5d51d315047fbe72462e8f39
646,36270.0,0.37,0.0,0.0,Aug 01 BMO,Regional - Northeast Banks,0.593,0.0,455400000.0,1.08,2.05,26.65,0.228,0.071,2020-02-03,126800000.0,Financial,HTBI,HTBI,5d51d317047fbe72462e8f3b
647,178840.0,0.0,0.0,0.0,Aug 07 AMC,Asset Management,0.4194,0.0,0.0,1.14,1.48,18.46,0.0,0.0,2020-02-03,160040000.0,Financial,GBDC,GBDC,5d51d31a047fbe72462e8f3e
648,529760.0,1.26,3.3,0.0,Jun 26,Beverages - Soft Drinks,0.255,0.0,2080000000.0,6.05,0.57,42.55,0.139,0.388,2020-02-03,1010000000.0,Consumer Goods,FIZZ,FIZZ,5d51d31c047fbe72462e8f40
649,62800.0,1.17,0.0,0.05,Aug 01,Regional - Mid-Atlantic Banks,0.518,0.05,4880000000.0,1.41,0.0,527.7,0.327,0.124,2020-02-03,1340000000.0,Financial,FCNCA,FCNCA,5d51d31f047fbe72462e8f43
650,457190.0,1.05,1.9,2.96,Aug 05 AMC,Aerospace/Defense Products & Services,0.0,2.91,5430000000.0,18.45,3.26,63.68,0.116,0.713,2020-02-03,1790000000.0,Industrial Goods,BWXT,BWXT,5d51d322047fbe72462e8f45
651,53120.0,0.72,0.0,0.21,Jul 18 BMO,Regional - Mid-Atlantic Banks,0.776,0.21,711950000.0,1.24,1.75,37.97,0.336,0.114,2020-02-03,189600000.0,Financial,BMTC,BMTC,5d51d324047fbe72462e8f48
652,238270.0,1.21,0.8,1.51,Jul 30 AMC,Business Software & Services,0.0,1.49,4570000000.0,11.95,0.0,79.49,0.03,0.072,2020-02-03,872200000.0,Technology,BLKB,BLKB,5d51d33b047fbe72462e8f4e
653,42250.0,0.94,0.9,0.03,Aug 06 AMC,Staffing & Outsourcing Services,0.842,0.03,662900000.0,5.51,1.01,83.81,0.041,0.359,2020-02-03,934900000.0,Services,BBSI,BBSI,5d51d33e047fbe72462e8f51
654,28230.0,0.7,0.0,2.35,Aug 20 AMC,Foreign Regional Banks,0.006,2.35,6790000000.0,0.42,1.12,25.63,0.19,0.091,2020-02-03,8300000000.000001,Financial,WF,WF,5d51d340047fbe72462e8f53
655,163180.0,1.48,1.5,1.55,Jul 29 AMC,Diversified Machinery,0.0,1.54,3330000000.0,6.61,2.9,114.85,0.064,0.263,2020-02-03,1930000000.0,Industrial Goods,JBT,JBT,5d51d343047fbe72462e8f56
656,768740.0,0.0,0.0,0.0,Aug 02,Foreign Regional Banks,0.1853,0.0,94300000000.0,36.56,9.16,57.56,0.0,0.0,2020-02-03,0.0,Financial,HDB,HDB,5d51d345047fbe72462e8f59
657,1620000.0,1.58,0.0,0.09,Jul 23 BMO,Foreign Regional Banks,0.937,0.09,2150000000.0,1.03,0.86,9.34,0.303,0.102,2020-02-03,655900000.0,Financial,FBP,FBP,5d51d348047fbe72462e8f5b
658,1320000.0,1.51,1.1,1.03,Aug 01 AMC,Home Furnishings & Fixtures,0.905,0.71,7430000000.0,3.1,1.97,68.98,0.072,0.181,2020-02-03,5640000000.0,Consumer Goods,FBHS,FBHS,5d51d34a047fbe72462e8f5d
659,285160.0,0.92,0.0,0.19,Jul 17 AMC,Regional - Mid-Atlantic Banks,0.789,0.19,1350000000.0,1.2,1.16,44.47,0.361,0.14,2020-02-03,421400000.0,Financial,EGBN,EGBN,5d51d34c047fbe72462e8f60
660,429350.0,0.74,0.0,0.0,Jul 16 BMO,Regional - Midwest Banks,0.664,0.0,6290000000.0,2.1,1.93,68.68,0.448,0.146,2020-02-03,923900000.0,Financial,CBSH,CBSH,5d51d363047fbe72462e8f66
661,143590.0,0.98,0.0,0.22,Jul 23,Regional - Midwest Banks,0.465,0.22,1430000000.0,1.15,2.16,25.28,0.306,0.096,2020-02-03,322800000.0,Financial,BUSE,BUSE,5d51d366047fbe72462e8f69
662,947440.0,0.26,0.9,4.08,Aug 29 BMO,"Discount, Variety Stores",0.0,4.07,11750000000.0,40.73,2.34,222.47,0.06,1.73,2020-02-03,6780000000.0,Services,BURL,BURL,5d51d368047fbe72462e8f6b
663,992310.0,0.7,1.2,0.47,Jul 22 AMC,Insurance Brokers,0.729,0.45,10350000000.0,3.15,2.61,45.61,0.168,0.123,2020-02-03,2230000000.0,Financial,BRO,BRO,5d51d36a047fbe72462e8f6e
664,235200.0,0.91,0.0,0.15,Jul 24 AMC,Savings & Loans,0.797,0.15,1120000000.0,1.21,2.18,15.575,0.257,0.096,2020-02-03,336500000.0,Financial,BRKL,BRKL,5d51d36d047fbe72462e8f71
665,6230.0,0.65,0.0,0.0,Aug 13 AMC,Savings & Loans,0.123,0.0,97760000.0,1.09,0.0,16.915,0.149,0.062,,36800000.0,Financial,BKJ,BKJ,5d51d370047fbe72462e8f73
666,24300.0,0.97,0.0,0.11,Jul 25 AMC,Regional - Northeast Banks,0.497,0.11,359610000.0,0.91,0.0,22.49,0.227,0.08,2020-02-03,132000000.0,Financial,BHB,BHB,5d51d373047fbe72462e8f77
667,352720.0,1.06,1.3,0.8,Aug 15 BMO,Diversified Machinery,0.907,0.39,377720000.0,0.73,0.0,5.93,-0.041,-0.147,2020-01-07,1870000000.0,Industrial Goods,BGG,BGG,5d51d375047fbe72462e8f7a
668,405950.0,1.37,2.2,0.57,Jul 30 AMC,Medical Laboratories & Research,0.914,0.54,1450000000.0,4.1,1.31,49.42,0.111,0.144,2020-02-03,419400000.0,Healthcare,BEAT,BEAT,5d51d38c047fbe72462e8f81
669,292830.0,2.06,2.5,0.65,Aug 05 BMO,"Lumber, Wood Production",0.938,0.65,1190000000.0,1.65,0.0,37.02,-0.004,-0.028,2020-02-03,4680000000.0,Industrial Goods,BCC,BCC,5d51d38f047fbe72462e8f83
670,345820.0,1.35,0.0,0.24,Jul 25 BMO,Regional - Pacific Banks,0.0,0.24,746270000.0,1.04,3.15,16.38,0.053,0.032,2020-02-03,433700000.0,Financial,BANC,BANC,5d51d391047fbe72462e8f85
671,31480.0,0.68,0.0,0.05,Jul 22 AMC,Regional - Northeast Banks,0.605,0.05,823000000.0,1.7,2.39,48.23,0.358,0.151,2020-02-03,193400000.0,Financial,WASH,WASH,5d51d394047fbe72462e8f88
672,87550.0,0.97,0.0,0.0,Jul 25,Regional - Pacific Banks,0.918,0.0,1660000000.0,2.4,7.36,64.805,0.469,0.118,2020-02-03,160700000.0,Financial,WABC,WABC,5d51d397047fbe72462e8f8b
673,374550.0,1.27,0.0,0.17,Jul 23 AMC,Regional - Mid-Atlantic Banks,0.938,0.17,2150000000.0,1.43,12.3,28.445,0.306,0.115,2020-02-03,538200000.0,Financial,UCBI,UCBI,5d51d399047fbe72462e8f8d
674,429250.0,1.26,0.0,0.06,Jul 23 BMO,Regional - Pacific Banks,0.863,0.06,1820000000.0,0.9,1.58,29.52,0.233,0.069,2020-02-03,528600000.0,Financial,PPBI,PPBI,5d51d39c047fbe72462e8f8f
675,89940.0,0.85,0.0,0.17,Jul 22 AMC,Regional - Northeast Banks,0.554,0.17,1590000000.0,1.53,2.83,38.415,0.31,0.112,2020-02-03,363300000.0,Financial,NBTB,NBTB,5d51d39f047fbe72462e8f92
676,25930.0,0.63,0.0,0.12,Jul 24 AMC,Regional - Midwest Banks,0.748,0.12,200520000.0,0.68,0.0,27.05,0.164,0.076,2020-02-03,133900000.0,Financial,INBK,INBK,5d51d3b5047fbe72462e8f99
677,174820.0,1.14,2.2,2.43,Aug 08 BMO,General Building Materials,0.727,2.28,1670000000.0,8.68,2.51,75.49,0.042,0.285,2020-02-03,1380000000.0,Industrial Goods,IBP,IBP,5d51d3b8047fbe72462e8f9b
678,339090.0,0.0,0.0,0.0,Aug 21,Electric Utilities,0.0068,0.0,14390000000.0,1.26,0.0,9.11,0.0,0.0,2020-02-03,0.0,Utilities,EBR,EBR,5d51d3bb047fbe72462e8f9e
